molecule_id,phase,solvent,file,checkpoint,old_checkpoint,route,model_chemistry,n_atoms,charge,multiplicity,nproc_shared,gaussian_mem,ended_normally,normal_termination_count,error_termination_count,optimization_completed,stationary_point_found,scf_energy_hartree,gibbs_free_energy_hartree,thermal_gibbs_correction_hartree,frequency_count,imaginary_frequency_count,minimum_frequency_cm1,temperature_k,pressure_atm,thermochemistry_warning,large_mo_coefficient_warning,polarization_charge_error,relaxed_pass,failure_reasons
naphthalene,solution,Water,naphthalene/naphthalene_water_optfreq_SMD_M052X_631pGdp.log,naphthalene_water_smd_M052X_631pGdp.chk,naphthalene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",18,0,1,16,16GB,True,2,0,True,True,-385.879484614,-385.760346,0.119139,48,0,177.9548,298.150,1.00000,True,True,0.05102,True,
naphthol_1,gas,,naphthol_1/naphthol_1_gas_optfreq_M052X_631pGdp.log,naphthol_1_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",19,0,1,4,8GB,True,2,0,True,True,-461.093707245,-460.972072,0.121635,51,0,143.1930,298.150,1.00000,True,True,,True,
naphthol_1,solution,Water,naphthol_1/naphthol_1_water_optfreq_SMD_M052X_631pGdp.log,naphthol_1_water_smd_M052X_631pGdp.chk,naphthol_1_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",19,0,1,16,16GB,True,2,0,True,True,-461.106158991,-460.984789,0.121370,51,0,141.9806,298.150,1.00000,True,True,0.05188,True,
naphthol_2,gas,,naphthol_2/naphthol_2_gas_optfreq_M052X_631pGdp.log,naphthol_2_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",19,0,1,4,8GB,True,2,0,True,True,-461.092163218,-460.971134,0.121029,51,0,124.5826,298.150,1.00000,True,True,,True,
naphthol_2,solution,Water,naphthol_2/naphthol_2_water_optfreq_SMD_M052X_631pGdp.log,naphthol_2_water_smd_M052X_631pGdp.chk,naphthol_2_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",19,0,1,16,16GB,True,2,0,True,True,-461.106199575,-460.985089,0.121111,51,0,128.7027,298.150,1.00000,True,True,0.05268,True,
naphthylamine_1,gas,,naphthylamine_1/naphthylamine_1_gas_optfreq_M052X_631pGdp.log,naphthylamine_1_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",20,0,1,4,8GB,True,2,0,True,True,-441.229274179,-441.094976,0.134298,54,0,133.7064,298.150,1.00000,True,True,,True,
naphthylamine_1,solution,Water,naphthylamine_1/naphthylamine_1_water_optfreq_SMD_M052X_631pGdp.log,naphthylamine_1_water_smd_M052X_631pGdp.chk,naphthylamine_1_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",20,0,1,16,16GB,True,2,0,True,True,-441.241829401,-441.107706,0.134124,54,0,134.6544,298.150,1.00000,True,True,0.05022,True,
naphthylamine_2,gas,,naphthylamine_2/naphthylamine_2_gas_optfreq_M052X_631pGdp.log,naphthylamine_2_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",20,0,1,4,8GB,True,2,0,True,True,-441.230234129,-441.096485,0.133749,54,0,121.6802,298.150,1.00000,True,True,,True,
naphthylamine_2,solution,Water,naphthylamine_2/naphthylamine_2_water_optfreq_SMD_M052X_631pGdp.log,naphthylamine_2_water_smd_M052X_631pGdp.chk,naphthylamine_2_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",20,0,1,16,16GB,True,2,0,True,True,-441.243072172,-441.109524,0.133548,54,0,122.0234,298.150,1.00000,True,True,0.05009,True,
nitrobenzene,gas,,nitrobenzene/nitrobenzene_gas_optfreq_M052X_631pGdp.log,nitrobenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",14,0,1,4,8GB,True,2,0,True,True,-436.715756369,-436.641521,0.074235,36,0,57.5811,298.150,1.00000,True,True,,True,
nitrobenzene,solution,Water,nitrobenzene/nitrobenzene_water_optfreq_SMD_M052X_631pGdp.log,nitrobenzene_water_smd_M052X_631pGdp.chk,nitrobenzene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",14,0,1,16,16GB,True,2,0,True,True,-436.721851774,-436.648454,0.073398,36,0,35.3054,298.150,1.00000,True,True,0.04373,True,
o_cresol,gas,,o_cresol/o_cresol_gas_optfreq_M052X_631pGdp.log,o_cresol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,True,True,-346.766691282,-346.663238,0.103453,42,0,170.2097,298.150,1.00000,True,True,,True,
o_cresol,solution,Water,o_cresol/o_cresol_water_optfreq_SMD_M052X_631pGdp.log,o_cresol_water_smd_M052X_631pGdp.chk,o_cresol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",16,0,1,16,16GB,True,2,0,True,True,-346.777326926,-346.673993,0.103334,42,0,176.3827,298.150,1.00000,True,True,0.04940,True,
o_toluidine,gas,,o_toluidine/o_toluidine_gas_optfreq_M052X_631pGdp.log,o_toluidine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",17,0,1,4,8GB,True,2,0,True,True,-326.904126911,-326.787653,0.116474,45,0,173.8172,298.150,1.00000,True,True,,True,
o_toluidine,solution,Water,o_toluidine/o_toluidine_water_optfreq_SMD_M052X_631pGdp.log,o_toluidine_water_smd_M052X_631pGdp.chk,o_toluidine_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",17,0,1,16,16GB,True,2,0,True,True,-326.913909187,-326.797633,0.116276,45,0,173.5140,298.150,1.00000,True,True,0.04707,True,
p_cresol,gas,,p_cresol/p_cresol_gas_optfreq_M052X_631pGdp.log,p_cresol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,True,True,-346.765140977,-346.661750,0.103390,42,1,-0.9304,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
p_cresol,gas,,p_cresol/p_cresol_gas_retry_from_water.log,p_cresol_gas_retry_M052X_631pGdp.chk,p_cresol_water_smd_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm Geom=Checkpoint Guess=Read","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,True,True,-346.765140973,-346.661750,0.103391,42,1,-3.6682,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
p_cresol,solution,Water,p_cresol/p_cresol_water_optfreq_SMD_M052X_631pGdp.log,p_cresol_water_smd_M052X_631pGdp.chk,p_cresol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",16,0,1,16,16GB,True,2,0,True,True,-346.775925389,-346.672937,0.102988,42,1,-32.9770,298.150,1.00000,True,True,0.04928,False,1 imaginary frequency/frequencies
p_cresol,solution,Water,p_cresol/p_cresol_water_retry.log,p_cresol_water_retry.chk,p_cresol_water_smd_M052X_631pGdp.chk,"# M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent= Water) Geom=AllCheck Guess=Read","M052X/6-31+G(d,p)",16,0,1,16,20GB,True,2,0,True,True,-346.775939142,-346.674000,0.101939,42,0,60.0883,298.150,1.00000,True,True,0.04928,True,
p_toluidine,gas,,p_toluidine/p_toluidine_gas_optfreq_M052X_631pGdp.log,p_toluidine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",17,0,1,4,8GB,True,2,0,True,True,-326.901998730,-326.787601,0.114398,45,0,39.3950,298.150,1.00000,True,True,,True,
p_toluidine,solution,Water,p_toluidine/p_toluidine_water_optfreq_SMD_M052X_631pGdp.log,p_toluidine_water_smd_M052X_631pGdp.chk,p_toluidine_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",17,0,1,16,16GB,True,2,0,True,True,-326.911631015,-326.796907,0.114724,45,0,67.9513,298.150,1.00000,True,True,0.04655,True,
phenethyl_alcohol,gas,,phenethyl_alcohol/phenethyl_alcohol_gas_optfreq_M052X_631pGdp.log,phenethyl_alcohol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",19,0,1,4,8GB,True,2,0,True,True,-386.067564608,-385.937169,0.130396,51,0,38.9048,298.150,1.00000,True,True,,True,
phenethyl_alcohol,solution,Water,phenethyl_alcohol/phenethyl_alcohol_water_optfreq_SMD_M052X_631pGdp.log,phenethyl_alcohol_water_smd_M052X_631pGdp.chk,phenethyl_alcohol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",19,0,1,16,16GB,True,2,0,True,True,-386.081031910,-385.950441,0.130591,51,0,38.2884,298.150,1.00000,True,True,0.05423,True,
phenetole,gas,,phenetole/phenetole_gas_optfreq_M052X_631pGdp.log,phenetole_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",19,0,1,4,8GB,True,2,0,True,True,-386.060317617,-385.929071,0.131247,51,0,52.4716,298.150,1.00000,True,True,,True,
phenetole,solution,Water,phenetole/phenetole_water_optfreq_SMD_M052X_631pGdp.log,phenetole_water_smd_M052X_631pGdp.chk,phenetole_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",19,0,1,16,16GB,True,2,0,True,True,-386.066159224,-385.935324,0.130835,51,0,54.4422,298.150,1.00000,True,True,0.05182,True,
phenol,gas,,phenol/phenol_gas_optfreq_M052X_631pGdp.log,phenol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",13,0,1,4,8GB,True,2,0,True,True,-307.452656444,-307.375390,0.077267,33,0,233.0188,298.150,1.00000,True,True,,True,
phenol,solution,Water,phenol/phenol_water_optfreq_SMD_M052X_631pGdp.log,phenol_water_smd_M052X_631pGdp.chk,phenol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",13,0,1,16,16GB,True,2,0,True,True,-307.464064235,-307.387021,0.077043,33,0,235.3644,298.150,1.00000,True,True,0.04514,True,
propylbenzene,gas,,propylbenzene/propylbenzene_gas_optfreq_M052X_631pGdp.log,propylbenzene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",21,0,1,4,8GB,True,2,0,True,True,-350.167844358,-350.014239,0.153605,57,0,33.0064,298.150,1.00000,True,True,,True,
propylbenzene,solution,Water,propylbenzene/propylbenzene_water_optfreq_SMD_M052X_631pGdp.log,propylbenzene_water_smd_M052X_631pGdp.chk,propylbenzene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",21,0,1,16,16GB,True,2,0,True,True,-350.169779319,-350.016663,0.153116,57,0,31.5467,298.150,1.00000,True,True,0.05626,True,
pyridine,gas,,pyridine/pyridine_gas_optfreq_M052X_631pGdp.log,pyridine_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",11,0,1,4,8GB,True,2,0,True,True,-248.267742805,-248.203983,0.063759,27,0,389.8070,298.150,1.00000,True,True,,True,
pyridine,solution,Water,pyridine/pyridine_water_optfreq_SMD_M052X_631pGdp.log,pyridine_water_smd_M052X_631pGdp.chk,pyridine_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",11,0,1,16,16GB,True,2,0,True,True,-248.276492374,-248.213280,0.063213,27,0,391.2010,298.150,1.00000,True,True,0.03675,True,
quinoline,gas,,quinoline/quinoline_gas_optfreq_M052X_631pGdp.log,quinoline_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",17,0,1,4,8GB,True,2,0,True,True,-401.907889226,-401.800898,0.106991,45,0,173.6972,298.150,1.00000,True,True,,True,
quinoline,solution,Water,quinoline/quinoline_water_optfreq_SMD_M052X_631pGdp.log,quinoline_water_smd_M052X_631pGdp.chk,quinoline_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",17,0,1,16,16GB,True,2,0,True,True,-401.918583278,-401.811571,0.107012,45,0,172.5723,298.150,1.00000,True,True,0.04563,True,
styrene,gas,,styrene/styrene_gas_optfreq_M052X_631pGdp.log,styrene_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,True,True,-309.628371008,-309.524218,0.104153,42,0,44.7516,298.150,1.00000,True,True,,True,
styrene,solution,Water,styrene/styrene_water_optfreq_SMD_M052X_631pGdp.log,styrene_water_smd_M052X_631pGdp.chk,styrene_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",16,0,1,16,16GB,False,0,2,False,False,-309.631911799,,,0,0,,,,False,True,0.04965,False,no final normal termination; Gaussian error termination; optimization incomplete; stationary point not confirmed; missing thermal Gibbs free energy; missing frequencies
styrene,solution,Water,styrene/styrene_water_retry.log,styrene_water_optfreq_SMD_M052X_631pGdp.chk,,"# M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent= Water) Geom=AllCheck Guess=Read","M052X/6-31+G(d,p)",,,,16,20GB,False,0,1,False,False,,,,0,0,,,,False,False,,False,no final normal termination; Gaussian error termination; optimization incomplete; stationary point not confirmed; missing thermal Gibbs free energy; missing frequencies
styrene,solution,Water,styrene/styrene_water_retry2.log,styrene_water_retry2.chk,styrene_water_smd_M052X_631pGdp.chk,"# M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent= Water) Geom=AllCheck Guess=Read","M052X/6-31+G(d,p)",16,0,1,16,20GB,True,2,0,False,True,-309.631947184,-309.528192,0.103755,42,0,28.5171,298.150,1.00000,True,True,0.04974,False,optimization incomplete
thioanisole,gas,,thioanisole/thioanisole_gas_optfreq_M052X_631pGdp.log,thioanisole_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",16,0,1,4,8GB,True,2,0,True,True,-669.709144708,-669.610480,0.098664,42,0,29.8025,298.150,1.00000,True,True,,True,
thioanisole,solution,Water,thioanisole/thioanisole_water_optfreq_SMD_M052X_631pGdp.log,thioanisole_water_smd_M052X_631pGdp.chk,thioanisole_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",16,0,1,16,16GB,True,2,0,True,True,-669.714562157,-669.615720,0.098842,42,0,45.2426,298.150,1.00000,True,True,0.04040,True,
thiophenol,gas,,thiophenol/thiophenol_gas_flipSH.log,thiophenol_gas_flipSH_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=150) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",13,0,1,4,8GB,True,2,0,True,True,-630.398346572,-630.327514,0.070833,33,0,157.8631,298.150,1.00000,True,True,,True,
thiophenol,gas,,thiophenol/thiophenol_gas_optfreq_M052X_631pGdp.log,thiophenol_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",13,0,1,4,8GB,True,2,0,True,True,-630.398361571,-630.327387,0.070975,33,1,-64.2294,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
thiophenol,gas,,thiophenol/thiophenol_gas_retry_from_water.log,thiophenol_gas_retry_M052X_631pGdp.chk,thiophenol_water_smd_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm Geom=Checkpoint Guess=Read","M052X/6-31+G(d,p)",13,0,1,4,8GB,True,2,0,True,True,-630.398361571,-630.327386,0.070975,33,1,-64.2306,298.150,1.00000,True,True,,False,1 imaginary frequency/frequencies
thiophenol,solution,Water,thiophenol/thiophenol_water_optfreq_SMD_M052X_631pGdp.log,thiophenol_water_smd_M052X_631pGdp.chk,thiophenol_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=100) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",13,0,1,16,16GB,True,2,0,True,True,-630.404205146,-630.333696,0.070509,33,0,129.5068,298.150,1.00000,True,True,0.03403,True,
trichlorobiphenyl,gas,,trichlorobiphenyl/trichlorobiphenyl_gas_optfreq_M052X_631pGdp.log,trichlorobiphenyl_gas_M052X_631pGdp.chk,,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq Int=UltraFine SCF =(XQC,Tight) NoSymm","M052X/6-31+G(d,p)",22,0,1,8,12GB,True,2,0,True,True,-1841.99869160,-1841.884038,0.114653,60,0,49.8464,298.150,1.00000,True,True,,True,
trichlorobiphenyl,solution,Water,trichlorobiphenyl/trichlorobiphenyl_water_optfreq_SMD_M052X_631pGdp.log,trichlorobiphenyl_water_smd_M052X_631pGdp.chk,trichlorobiphenyl_gas_M052X_631pGdp.chk,"#p M052X/6-31+G(d,p) Opt=(CalcFC,MaxCycles=200) Freq SCRF=(SMD,Solvent =Water) Int=UltraFine SCF=(XQC,Tight) NoSymm Geom=Checkpoint Guess=Rea d","M052X/6-31+G(d,p)",22,0,1,16,20GB,True,2,0,True,True,-1842.00280109,-1841.888375,0.114426,60,0,48.9975,298.150,1.00000,True,True,0.03283,True,
